"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This testcases is to validate CredKart website title","2005","test_verify_Credkart_url_001","testCases","2026-02-02","passed","2026-02-02","Test_User_Profile","test_Credkart_User_Profile_001","",""
